"List of inlinks to the site 6sicuro.it"			
"TITLE"	"URL"	"SIZE"	"FORMAT"
"Hyundai ix35 in Italia domanda..."	"http://www.ultimissimeauto.com/hyundai-ix35-in-italia-domanda-superiore-allofferta/"	76976	"text/html"
"Briatore solo un disastro può far..."	"http://www.ultimissimeauto.com/briatore-solo-un-disastro-puo-far-perdere-alonso/"	73429	"text/html"
"Marchionne Fiat svolta storica..."	"http://www.ultimissimeauto.com/marchionne-fiat-svolta-storica-industria-italiana/"	73746	"text/html"
"Giugiaro e De Silva alla Volkswagen il..."	"http://www.ultimissimeauto.com/giugiaro-e-de-silva-alla-volkswagen-il-tocco-latino/"	74899	"text/html"
"Paolo Andreucci ancora campione..."	"http://www.ultimissimeauto.com/paolo-andreucci-ancora-campione-italiano-di-rally/"	72157	"text/html"
"Vettel e Webber in Pole al Gp di Corea..."	"http://www.ultimissimeauto.com/vettel-e-webber-in-pole-al-gp-di-corea-terzo-alonso/"	75926	"text/html"
"Todt : Schumacher non è un robot e ora..."	"http://www.ultimissimeauto.com/todt-schumacher-non-e-un-robot-e-ora-non-e-sereno/"	72250	"text/html"
"Massa se fai passare Alonso in Brasile..."	"http://www.ultimissimeauto.com/massa-se-fai-passare-alonso-in-brasile-ti-arresto/"	75780	"text/html"
"La lega : terzo figlio senza obbligo di..."	"http://www.ultimissimeauto.com/la-lega-terzo-figlio-senza-obbligo-di-seggiolino/"	72684	"text/html"
"Il cambio automatico nella Dacia Logan..."	"http://www.ultimissimeauto.com/il-cambio-automatico-nella-dacia-logan-e-nella-sendero/"	76462	"text/html"
"Lamborghini della polizia nel gioco..."	"http://www.ultimissimeauto.com/lamborghini-della-polizia-nel-gioco-need-for-speed/"	73976	"text/html"
"La protesta di Giorgio Fiora..."	"http://www.ultimissimeauto.com/la-protesta-di-giorgio-fiora-concessionario-audi-volkswagen/"	87926	"text/html"
"Citroen Loeb vince rally di Francia ed..."	"http://www.ultimissimeauto.com/citroen-loeb-vince-rally-di-francia-ed-e-campione-del-mondo/"	73931	"text/html"
"Peugeot 107 scandalo manichini leggeri..."	"http://www.ultimissimeauto.com/peugeot-107-scandalo-manichini-leggeri-nelle-prove-ncap/"	72049	"text/html"
"Vettel vince a Suzuka terzo Alonso..."	"http://www.ultimissimeauto.com/vettel-vince-a-suzuka-terzo-alonso-incidente-massa-video/"	76808	"text/html"
"Villenueve si compra la Durango aiutato..."	"http://www.ultimissimeauto.com/villeneuve-si-compra-la-durango-aiutato-d-gheddafi-junior/"	72940	"text/html"
"Audi A2 elettrica record 600 km..."	"http://www.ultimissimeauto.com/audi-a2-elettrica-record-600-km-autonomia-da-monaco-a-berlino/"	76277	"text/html"
"Hamilton vince il GP di Spa secondo..."	"http://www.ultimissimeauto.com/hamilton-vince-il-gp-di-spa-secondo-webber-alonso-non-pervenuto/"	76013	"text/html"
"Mosley Alonso dimezzato se vince grazie..."	"http://www.ultimissimeauto.com/mosley-alonso-dimezzato-se-vince-grazie-ai-punti-della-germania/"	72703	"text/html"
"Red Bull la simulazione del Gp di Corea..."	"http://www.ultimissimeauto.com/red-bull-la-simulazione-del-gp-di-corea-con-incidenti-tra-vettel-e-webber-video/"	75495	"text/html"
"ASSICURAZIONE AUTO MOTO"	"http://www.windoweb.it/guida/finanza/assicurazioni.htm"	73539	"text/html"
"Assicurazioni online - Assicurazione..."	"http://www.justshopping.it/servizi/finanza/assicurazioni_online.htm"	7529	"text/html"
"Mutui e anatocismo: paghiamo il giusto?"	"http://assicurazionimutuiprestiti.blogspot.com/2008/11/mutui-e-anatocismo.html"	80558	"text/html"
"Conti correnti - Dynamic di Banca..."	"http://assicurazionimutuiprestiti.blogspot.com/2010/03/conti-correnti-dynamic-di-banca.html"	81003	"text/html"
"Aurora Assicurazioni - Polizza vita..."	"http://assicurazionimutuiprestiti.blogspot.com/2009/02/aurora-assicurazioni-polizza-vita.html"	83177	"text/html"
"Alleanza Assicurazioni - Polizza vita..."	"http://assicurazionimutuiprestiti.blogspot.com/2010/01/alleanza-assicurazioni-polizza-vita-far.html"	80764	"text/html"
"Possibili modifiche alla Legge Bersani"	"http://assicurazionimutuiprestiti.blogspot.com/2009/10/possibili-modifiche-alla-legge-bersani.html"	82162	"text/html"
"Come ottenere i finanziamenti pubblici?"	"http://assicurazionimutuiprestiti.blogspot.com/2010/11/come-ottenere-i-finanziamenti-pubblici.html"	80954	"text/html"
"Toro Assicurazioni - Polizza vita..."	"http://assicurazionimutuiprestiti.blogspot.com/2009/02/toro-assicurazioni-polizza-vita.html"	84127	"text/html"
"Assicurazione auto: cosa cambia col..."	"http://assicurazionimutuiprestiti.blogspot.com/2008/10/assicurazione-auto-cosa-cambia-col.html"	81659	"text/html"
"Le ultime variazioni della domanda di..."	"http://assicurazionimutuiprestiti.blogspot.com/2010/08/le-ultime-variazioni-della-domanda-di.html"	80670	"text/html"
"Confronto preventivi online rc auto 6:..."	"http://assicurazionimutuiprestiti.blogspot.com/2009/03/confronto-preventivi-rc-auto-6-toyota.html"	81776	"text/html"
"Confronto preventivi online rc auto 10:..."	"http://assicurazionimutuiprestiti.blogspot.com/2009/04/confronto-preventivi-rc-auto-10.html"	82298	"text/html"
"Responsabilità civile e RC auto:..."	"http://assicurazionimutuiprestiti.blogspot.com/2008/09/responsabilit-civile-e-rc-auto.html"	83479	"text/html"
"Conti correnti - Conto Active di Banca..."	"http://assicurazionimutuiprestiti.blogspot.com/2010/02/conti-correnti-conto-active-di-banca.html"	81167	"text/html"
"Ina Assitalia - Polizza vita Euro Forte..."	"http://assicurazionimutuiprestiti.blogspot.com/2009/01/ina-assitalia-assicurazioni-euro-forte.html"	84313	"text/html"
"Mutuo a tasso variabile: le diverse..."	"http://assicurazionimutuiprestiti.blogspot.com/2008/11/mutuo-tasso-variabile-le-diverse.html"	80771	"text/html"
"Alleanza Assicurazioni - Polizza vita..."	"http://assicurazionimutuiprestiti.blogspot.com/2009/01/alleanza-assicurazioni-polizza-vita.html"	85234	"text/html"
""			
"Volvo C30 touring foto | Ultimissime..."	"http://www.ultimissimeauto.com/volvo-c30-touring-foto/"	73011	"text/html"
"Renault Clio 20th | Ultimissime Auto"	"http://www.ultimissimeauto.com/renault-clio-ventanni/"	73908	"text/html"
"BMW Art Car Jeff Koons | Ultimissime..."	"http://www.ultimissimeauto.com/bmw-art-car-jeff-koons/"	73318	"text/html"
"Tata a Termini Imerese ? | Ultimissime..."	"http://www.ultimissimeauto.com/tata-a-termini-imerese/"	74472	"text/html"
"Jaguar e Land Rover finanziate da GE |..."	"http://www.ultimissimeauto.com/tata-general-electric/"	71934	"text/html"
"Bmw serie 5 nuove foto | Ultimissime..."	"http://www.ultimissimeauto.com/bmw-serie-5-nuove-foto/"	81995	"text/html"
"Nasce la nuova Bertone | Ultimissime..."	"http://www.ultimissimeauto.com/nasce-la-nuova-bertone/"	77456	"text/html"
"Hyundai Elantra 2012 spy | Ultimissime..."	"http://www.ultimissimeauto.com/hyundai-elantra-2012-spy/"	71547	"text/html"
"Toyota Etios presentata | Ultimissime..."	"http://www.ultimissimeauto.com/toyota-etios-presentata/"	74015	"text/html"
"Ferrari Driver Accademy | Ultimissime..."	"http://www.ultimissimeauto.com/ferrari-driver-accademy/"	72295	"text/html"
"KoCo2 alla Eco Marathon | Ultimissime..."	"http://www.ultimissimeauto.com/koco2-alla-eco-marathon/"	72469	"text/html"
"Raikkonen Citroen accordo | Ultimissime..."	"http://www.ultimissimeauto.com/raikkonen-citroen-accordo/"	73666	"text/html"
"Subaru tenuta del marchio | Ultimissime..."	"http://www.ultimissimeauto.com/subaru-tenuta-del-marchio/"	73304	"text/html"
"Ferrari 599 Spider spiata ? |..."	"http://www.ultimissimeauto.com/ferrari-599-spider-spiata/"	72184	"text/html"
"Jaguar XF Stealth Edition | Ultimissime..."	"http://www.ultimissimeauto.com/jaguar-xf-stealth-edition/"	73712	"text/html"
"Renault perde gli sponsor | Ultimissime..."	"http://www.ultimissimeauto.com/renault-mutua-madrilena/"	74747	"text/html"
"BMW M5 spy in Scandinavia | Ultimissime..."	"http://www.ultimissimeauto.com/bmw-m5-spy-in-scandinavia/"	75459	"text/html"
"Subaru Impreza Cosworth | Ultimissime..."	"http://www.ultimissimeauto.com/subaru-impreza-cosworth/"	74285	"text/html"
"Mercedes Shooting Break | Ultimissime..."	"http://www.ultimissimeauto.com/mercedes-shooting-break/"	90560	"text/html"
"Nuovo Volkswagen Touran | Ultimissime..."	"http://www.ultimissimeauto.com/nuovo-volkswagen-touran/"	85941	"text/html"
"Jeep prodotta in Brasile ? |..."	"http://www.ultimissimeauto.com/jeep-prodotta-in-brasile/"	73900	"text/html"
"Salone del camper a Parma | Ultimissime..."	"http://www.ultimissimeauto.com/salone-del-camper-a-parma/"	71948	"text/html"
"Audi A2 ritorno ufficiale | Ultimissime..."	"http://www.ultimissimeauto.com/audi-a2-ritorno-ufficiale/"	71446	"text/html"
"Chrysler 300c a Detroit | Ultimissime..."	"http://www.ultimissimeauto.com/chrysler-300c-a-detroit/"	73706	"text/html"
"Renault ritiro dalla Formula 1 ? |..."	"http://www.ultimissimeauto.com/renault-ritira-formula-1/"	72107	"text/html"
"Bmw serie 6 cabrio spy | Ultimissime..."	"http://www.ultimissimeauto.com/bmw-serie-6-cabrio-spy-2/"	76226	"text/html"
"Nuova Jeep Grand Cherokee | Ultimissime..."	"http://www.ultimissimeauto.com/nuova-jeep-grand-cherokee/"	79964	"text/html"
"Volkswagen Tiguan Match | Ultimissime..."	"http://www.ultimissimeauto.com/volkswagen-tiguan-match/"	71845	"text/html"
"La rinascita della Lotus | Ultimissime..."	"http://www.ultimissimeauto.com/la-rinascita-della-lotus/"	74994	"text/html"
"Honda forti utili in Usa | Ultimissime..."	"http://www.ultimissimeauto.com/honda-forti-utili-in-usa/"	71660	"text/html"
"Suzuki cento anni | Ultimissime Auto"	"http://www.ultimissimeauto.com/suzuki-alto-anniversary/"	83272	"text/html"
"Gm pronta alla quotazione | Ultimissime..."	"http://www.ultimissimeauto.com/gm-pronta-alla-quotazione/"	70742	"text/html"
"Volkswagen Up o Lupo spy | Ultimissime..."	"http://www.ultimissimeauto.com/volkswagen-up-o-lupo-spy/"	75269	"text/html"
"Volvo V60 la Sport Wagon | Ultimissime..."	"http://www.ultimissimeauto.com/volvo-v60-la-sport-wagon/"	86896	"text/html"
"Volvo C30 DRIVe nel WTCC | Ultimissime..."	"http://www.ultimissimeauto.com/volvo-c30-drive-nel-wtcc/"	72065	"text/html"
"Alfa Romeo 166 macchina più svalutata..."	"http://www.ultimissimeauto.com/alfa-romeo-166-svalutata/"	72184	"text/html"
"Saab riparte produzione | Ultimissime..."	"http://www.ultimissimeauto.com/saab-riparte-produzione/"	74269	"text/html"
"Formula Uno a Webber il Gp di Monaco |..."	"http://www.ultimissimeauto.com/webber-vince-a-montecarlo/"	75932	"text/html"
"Fiat Uno spot televisivo | Ultimissime..."	"http://www.ultimissimeauto.com/fiat-uno-spot-televisivo/"	70847	"text/html"
"La Limousine dei record | Ultimissime..."	"http://www.ultimissimeauto.com/la-limousine-dei-record/"	74595	"text/html"
"Bmw serie 5 ibrida prototipo |..."	"http://www.ultimissimeauto.com/bmw-serie-5-ibrida-video/"	73977	"text/html"
"Jason Castriota alla Saab | Ultimissime..."	"http://www.ultimissimeauto.com/jason-castriota-alla-saab/"	71264	"text/html"
"Nuova Astra Sports Tourer | Ultimissime..."	"http://www.ultimissimeauto.com/nuova-astra-sports-tourer/"	78630	"text/html"
"Jeep Grand Cherokee SRT8 ? |..."	"http://www.ultimissimeauto.com/jeep-grand-cherokee-srt8/"	71608	"text/html"
"Alfa Romeo Giulietta video |..."	"http://www.ultimissimeauto.com/alfa-romeo-giulietta-video/"	73079	"text/html"
"Le pagelle piloti di Monza |..."	"http://www.ultimissimeauto.com/le-pagelle-piloti-di-monza/"	73061	"text/html"
"Volkswagen Up ! Lite Concept |..."	"http://www.ultimissimeauto.com/volkswagen-up-lite-concept/"	86392	"text/html"
"Alfa Giulietta primo video |..."	"http://www.ultimissimeauto.com/alfa-giulietta-primo-video/"	74032	"text/html"
"Kia Magentis prime immagini |..."	"http://www.ultimissimeauto.com/kia-magentis-prime-immagini/"	73671	"text/html"
"Massa non sono il numero 2 |..."	"http://www.ultimissimeauto.com/massa-non-sono-il-numero-2/"	72613	"text/html"
"La Bridgestone lascia la formula 1 |..."	"http://www.ultimissimeauto.com/la-bridgestone-lascia-la-f1/"	74031	"text/html"
"Fiat no ufficiale al motor show di..."	"http://www.ultimissimeauto.com/fiat-no-ufficiale-a-bologna/"	71308	"text/html"
"Lamborghini Sesto Elemento |..."	"http://www.ultimissimeauto.com/lamborghini-sesto-elemento/"	82008	"text/html"
"Bmw serie 3 Cabrio e Coupé |..."	"http://www.ultimissimeauto.com/bmw-serie-3-cabrio-e-coupe/"	73166	"text/html"
"Gm Spyker accordo per Saab |..."	"http://www.ultimissimeauto.com/gm-spyker-accordo-per-saab/"	72814	"text/html"
"Gm Dan Akerson nuovo amministratore..."	"http://www.ultimissimeauto.com/dan-akerson-nuovo-ad-di-gm/"	73606	"text/html"
"Berlino aiuterà anche Gm | Ultimissime..."	"http://www.ultimissimeauto.com/berlino-gm-aiuti-necessari/"	72620	"text/html"
"Jetta Volkswagen in America |..."	"http://www.ultimissimeauto.com/jetta-volkswagen-in-america/"	71979	"text/html"
"Nissan New Mobility Concept |..."	"http://www.ultimissimeauto.com/nissan-new-mobility-concept/"	73130	"text/html"
"Sauber toglierà il nome Bmw |..."	"http://www.ultimissimeauto.com/sauber-togliera-il-nome-bmw/"	72115	"text/html"
"Renault My Special Car Show |..."	"http://www.ultimissimeauto.com/renault-my-special-car-show/"	72603	"text/html"
"Ferrari e Maserati nel 2014 |..."	"http://www.ultimissimeauto.com/ferrari-e-maserati-nel-2014/"	70924	"text/html"
"Porsche Panamera Turbo 9FF |..."	"http://www.ultimissimeauto.com/porsche-panamera-turbo-9ff/"	73066	"text/html"
"La nuova Volkswagen Sharan |..."	"http://www.ultimissimeauto.com/la-nuova-volkswagen-sharan/"	74529	"text/html"
"Kia richiami per la Picanto |..."	"http://www.ultimissimeauto.com/kia-richiami-per-la-picanto/"	71779	"text/html"
"Ken Block al mondiale Rally |..."	"http://www.ultimissimeauto.com/ken-block-al-mondiale-rally/"	74220	"text/html"
"Seat Altea e Leon Ecomotive |..."	"http://www.ultimissimeauto.com/seat-altea-e-leon-ecomotive/"	73571	"text/html"
"Ferrari rinnova con Mattel |..."	"http://www.ultimissimeauto.com/ferrari-rinnova-con-mattel/"	70837	"text/html"
"Volkswagen è già il primo produttore..."	"http://www.ultimissimeauto.com/volkswagen-sorpassa-toyota/"	71212	"text/html"
"Buemi incidente cina video |..."	"http://www.ultimissimeauto.com/buemi-incidente-cina-video/"	71202	"text/html"
"Subaru Legacy Touring | Ultimissime Auto"	"http://www.ultimissimeauto.com/subaru-legacy-station-wagon/"	71729	"text/html"
"A Londra i Taxi ad idrogeno |..."	"http://www.ultimissimeauto.com/a-londra-i-taxi-ad-idrogeno/"	71296	"text/html"
"Toyota F1 diventa Stefan GP ? |..."	"http://www.ultimissimeauto.com/toyota-f1-diventa-stefan-gp/"	72668	"text/html"
"Bmw strategie per il futuro |..."	"http://www.ultimissimeauto.com/bmw-strategie-per-il-futuro/"	73462	"text/html"
"Mortara campione mondo Formula 3 |..."	"http://www.ultimissimeauto.com/edoardo-mortara-campione-f3/"	70794	"text/html"
"Mercedes classe B spy nel gelo |..."	"http://www.ultimissimeauto.com/mercedes-classe-b-spy-nel-gelo/"	75575	"text/html"
"Button in visita alla Mclaren |..."	"http://www.ultimissimeauto.com/button-in-visita-alla-mclaren/"	72331	"text/html"
"Renault Samsung Sm5 prime foto |..."	"http://www.ultimissimeauto.com/renault-samsung-sm5-prime-foto/"	76224	"text/html"
"Barrichello pole gp brasile |..."	"http://www.ultimissimeauto.com/barrichello-pole-f1-interlagos/"	74634	"text/html"
"Gp2 Montecarlo vincono Perez e..."	"http://www.ultimissimeauto.com/gp2-monaco-vincono-perez-e-d/"	78504	"text/html"
"Nuova Hyundai Coupé in arrivo |..."	"http://www.ultimissimeauto.com/nuova-hyundai-coupe-in-arrivo/"	74510	"text/html"
"La Red Bull cerca uno sponsor |..."	"http://www.ultimissimeauto.com/la-red-bull-cerca-uno-sponsor/"	70758	"text/html"
"Audi A7 spiata in Portogallo |..."	"http://www.ultimissimeauto.com/audi-a7-spiata-in-portogallo/"	70439	"text/html"
"La Lexus GX 460 non è sicura |..."	"http://www.ultimissimeauto.com/la-lexus-gx-460-non-e-sicura/"	71131	"text/html"
"Bmw serie 1 M sarà realizzata |..."	"http://www.ultimissimeauto.com/bmw-serie-1-m-sara-realizzata/"	70826	"text/html"
"Lancia Delta diventa Chrysler |..."	"http://www.ultimissimeauto.com/lancia-delta-diventa-chrysler/"	72458	"text/html"
"Lancia Chrysler quali stategie ? |..."	"http://www.ultimissimeauto.com/lancia-chrysler-quali-stategie/"	74224	"text/html"
"Lancia fra i Nobel della Pace |..."	"http://www.ultimissimeauto.com/lancia-fra-i-nobel-della-pace/"	72697	"text/html"
"Alfa Romeo Pandion a Ginevra |..."	"http://www.ultimissimeauto.com/alfa-romeo-pandion-a-ginevra/"	74316	"text/html"
"La Nuova Panda slitta al 2012 |..."	"http://www.ultimissimeauto.com/la-nuova-panda-slitta-al-2012/"	71030	"text/html"
"Renault Master e Opel Movano |..."	"http://www.ultimissimeauto.com/renault-master-e-opel-movano/"	72464	"text/html"
"La Renault F1 vuole Raikkonen |..."	"http://www.ultimissimeauto.com/la-renault-f1-vuole-raikkonen/"	72710	"text/html"
"Marchionne ed il problema GMAC |..."	"http://www.ultimissimeauto.com/marchionne-ed-il-problema-gmac/"	74035	"text/html"
"Blue E-motion Golf Elettrica |..."	"http://www.ultimissimeauto.com/blue-e-motion-golf-elettrica/"	71975	"text/html"
"Skoda 2009 di grandi risultati |..."	"http://www.ultimissimeauto.com/skoda-2009-di-grandi-risultati/"	71708	"text/html"
"Alonso a Monza in 500 Abarth |..."	"http://www.ultimissimeauto.com/alonso-a-monza-in-500-abarth/"	71862	"text/html"
"Sam Bird Pole Gp2 in Ungheria |..."	"http://www.ultimissimeauto.com/sam-bird-pole-gp2-in-ungheria/"	72866	"text/html"
"Mercedes classe E cabrio video |..."	"http://www.ultimissimeauto.com/mercedes-classe-e-cabrio-video/"	72623	"text/html"
"Antonio Melica a Nissan Italia |..."	"http://www.ultimissimeauto.com/antonio-melica-a-nissan-italia/"	71893	"text/html"
"Nuova Mercedes CLS senza veli |..."	"http://www.ultimissimeauto.com/nuova-mercedes-cls-senza-veli/"	73266	"text/html"
"Dati Mercato auto di Settembre |..."	"http://www.ultimissimeauto.com/dati-mercato-auto-di-settembre/"	73196	"text/html"
"Fiat 500 a quota mezzo milione |..."	"http://www.ultimissimeauto.com/fiat-500-a-quota-mezzo-milione/"	73713	"text/html"
"Fiat bene in Francia a Marzo |..."	"http://www.ultimissimeauto.com/fiat-bene-in-francia-a-marzo/"	73462	"text/html"
"Pininfarina vende a De Tommaso..."	"http://www.ultimissimeauto.com/pininfarina-vende-a-rossignolo/"	73660	"text/html"
"Doblò Fiat investe 450 milioni |..."	"http://www.ultimissimeauto.com/doblo-fiat-investe-450-milioni/"	74524	"text/html"
"Il crollo delle auto di lusso |..."	"http://www.ultimissimeauto.com/il-crollo-delle-auto-di-lusso/"	77294	"text/html"
"Nuova Mercedes-Benz Classe CL |..."	"http://www.ultimissimeauto.com/nuova-mercedes-benz-classe-cl/"	74083	"text/html"
"Codice della Strada e giovani |..."	"http://www.ultimissimeauto.com/codice-della-strada-e-giovani/"	77074	"text/html"
"Porsche 918 spider a Ginevra |..."	"http://www.ultimissimeauto.com/porsche-918-spider-a-ginevra/"	75946	"text/html"
"La Volkswagen e la Formula 1 |..."	"http://www.ultimissimeauto.com/la-volkswagen-e-la-formula-1/"	73484	"text/html"
"Volkswagen Passat CC Exclusive |..."	"http://www.ultimissimeauto.com/volkswagen-passat-cc-exclusive/"	76672	"text/html"
"La Toyota FT 86 non cambierà |..."	"http://www.ultimissimeauto.com/la-toyota-ft-86-non-cambiera/"	70748	"text/html"
"Toyota a rischio vendite 2010 |..."	"http://www.ultimissimeauto.com/toyota-a-rischio-vendite-2010/"	75045	"text/html"
"Mercedes ML spiata nel freddo |..."	"http://www.ultimissimeauto.com/mercedes-ml-spiata-nel-freddo/"	74884	"text/html"
"Problema sterzo Lexus il video |..."	"http://www.ultimissimeauto.com/problema-sterzo-lexus-il-video/"	71168	"text/html"
"Fiat Chrysler bene per indotto |..."	"http://www.ultimissimeauto.com/fiat-chrysler-bene-per-indotto/"	74728	"text/html"
"Tito Boeri la Fiat e la FIom |..."	"http://www.ultimissimeauto.com/tito-boeri-la-fiat-e-la-fiom/"	76462	"text/html"
"Luca Manca dimesso dall'Ospedale |..."	"http://www.ultimissimeauto.com/luca-manca-dimesso-dallospedale/"	71345	"text/html"
"Fiat male in Aprile in Germania |..."	"http://www.ultimissimeauto.com/fiat-male-in-aprile-in-germania/"	72535	"text/html"
"Bmw spegne il progetto idrogeno |..."	"http://www.ultimissimeauto.com/bmw-spegne-il-progetto-idrogeno/"	75664	"text/html"
"Jeep cinese | Ultimissime Auto"	"http://www.ultimissimeauto.com/accordo-chrysler-guangzhou-auto/"	72230	"text/html"
"WTTC Brno vincono Huff e Priaulx |..."	"http://www.ultimissimeauto.com/wttc-brno-vincono-huff-e-priaulx/"	72529	"text/html"
"Intervista a Romiti Su Marchionne |..."	"http://www.ultimissimeauto.com/intervista-a-romiti-su-marchionne/"	80265	"text/html"
"Renault Twingo tre nuovi modelli |..."	"http://www.ultimissimeauto.com/renault-twingo-tre-nuovi-modelli/"	71919	"text/html"
"Peugeot Concept EX1 primo teaser |..."	"http://www.ultimissimeauto.com/peugeot-concept-ex1-primo-teaser/"	71581	"text/html"
"Alettone della Mclaren è regolare |..."	"http://www.ultimissimeauto.com/alettone-della-mclaren-e-regolare/"	72753	"text/html"
"Edoardo Molinari testimonial Kia |..."	"http://www.ultimissimeauto.com/edoardo-molinari-testimonial-kia/"	73805	"text/html"
"Hamilton Nicole e la guida pazza |..."	"http://www.ultimissimeauto.com/hamilton-nicole-e-la-guida-pazza/"	72636	"text/html"
"Citroen DS4 High Rider a Ginevra |..."	"http://www.ultimissimeauto.com/citroen-ds4-high-rider-a-ginevra/"	73932	"text/html"
"Incidente tra Maybach e Bentley |..."	"http://www.ultimissimeauto.com/incidente-tra-maybach-e-bentley/"	70899	"text/html"
"Saab 9-3 avrà i motori Bmw Mini |..."	"http://www.ultimissimeauto.com/saab-9-3-avra-i-motori-bmw-mini/"	71725	"text/html"
"Briatore Alonso è il numero uno |..."	"http://www.ultimissimeauto.com/briatore-alonso-e-il-numero-uno/"	73588	"text/html"
"Toyota richiamo anche in Europa |..."	"http://www.ultimissimeauto.com/toyota-richiamo-anche-in-europa/"	72617	"text/html"
"Bmw M3 America edizione limitata |..."	"http://www.ultimissimeauto.com/bmw-m3-america-edizione-limitata/"	74442	"text/html"
"Ferrari 458 Italia challenge spy |..."	"http://www.ultimissimeauto.com/ferrari-458-italia-challenge-spy/"	74011	"text/html"
"Marchionne : Saab futuro difficile |..."	"http://www.ultimissimeauto.com/marchionne-saab-futuro-difficile/"	71785	"text/html"
"Robert Kidder presidente Chrysler |..."	"http://www.ultimissimeauto.com/robert-kidder-presidente-chrysler/"	71047	"text/html"
"Fiat aumenta i volumi di vendita |..."	"http://www.ultimissimeauto.com/fiat-aumenta-i-volumi-di-vendita/"	73777	"text/html"
"Porsche Panamera cabrio brevetti |..."	"http://www.ultimissimeauto.com/porsche-panamera-cabrio-brevetti/"	76690	"text/html"
"Auto usate i difetti e i problemi |..."	"http://www.ultimissimeauto.com/auto-usate-i-difetti-e-i-problemi/"	75246	"text/html"
"Arriva la nuova Volkswagen Touran |..."	"http://www.ultimissimeauto.com/arriva-la-nuova-volkswagen-touran/"	75130	"text/html"
"Peugeot 3008 è Auto Europa 2010 |..."	"http://www.ultimissimeauto.com/peugeot-3008-e-auto-europa-2010/"	75773	"text/html"
"Bentley richiamo per la B alata nella..."	"http://www.ultimissimeauto.com/bentley-richiamo-per-la-b-alata/"	70718	"text/html"
"Bertone con la Pandion a Pechino |..."	"http://www.ultimissimeauto.com/bertone-con-la-pandion-a-pechino/"	72468	"text/html"
"Fiat 500 Twinair test drive |..."	"http://www.ultimissimeauto.com/fiat-500-twinair-prova-su-strada/"	73421	"text/html"
"Bmw 328 Kamm Coupè a Villa D'Este |..."	"http://www.ultimissimeauto.com/bmw-328-kamm-coupe-a-villa-deste/"	75331	"text/html"
"Cruze EV elettrica di Chevrolet |..."	"http://www.ultimissimeauto.com/cruze-ev-elettrica-di-chevrolet/"	73663	"text/html"
"Volvo ai cinesi Geely ufficiale |..."	"http://www.ultimissimeauto.com/volvo-ai-cinesi-geely-ufficiale/"	74014	"text/html"
"Volkswagen Maggiolino foto spia |..."	"http://www.ultimissimeauto.com/volkswagen-new-beetle-foto-spia/"	72786	"text/html"
"Bmw rotta verso l'auto elettrica |..."	"http://www.ultimissimeauto.com/bmw-rotta-verso-lauto-elettrica/"	71190	"text/html"
"Ferrari World Park di Abu Dhabi |..."	"http://www.ultimissimeauto.com/ferrari-world-park-di-abu-dhabi/"	75785	"text/html"
"Victoria Beckham e la Land Rover |..."	"http://www.ultimissimeauto.com/victoria-beckham-e-la-land-rover/"	72392	"text/html"
"Raikkonen incidente Messico Video |..."	"http://www.ultimissimeauto.com/raikkonen-incidente-messico-video/"	71556	"text/html"
"Renault Laguna Coupé Wave Edition |..."	"http://www.ultimissimeauto.com/renault-laguna-coupe-wave-edition/"	72823	"text/html"
"Audi Q5 ibrida arriva a fine 2010 |..."	"http://www.ultimissimeauto.com/audi-q5-ibrida-arriva-a-fine-2010/"	71794	"text/html"
"A settembre cresce mercato usato |..."	"http://www.ultimissimeauto.com/a-settembre-cresce-mercato-usato/"	73526	"text/html"
"La Mercedes classe ML nella neve |..."	"http://www.ultimissimeauto.com/la-mercedes-classe-ml-nella-neve/"	76017	"text/html"
"Jaguar e Land Rover forti perdite |..."	"http://www.ultimissimeauto.com/jaguar-e-land-rover-forti-perdite/"	70997	"text/html"
"Bmw M3 GTS video dal Nurburgring |..."	"http://www.ultimissimeauto.com/bmw-m3-gts-video-dal-nurburgring/"	71997	"text/html"
"La Mercedes SLS nuova safety car |..."	"http://www.ultimissimeauto.com/la-mercedes-sls-nuova-safety-car/"	74698	"text/html"
"Auto e Moto d'Epoca 2010 a Padova |..."	"http://www.ultimissimeauto.com/auto-e-moto-depoca-2010-a-padova/"	73628	"text/html"
"Renault Mégane Coupé Wave Edition |..."	"http://www.ultimissimeauto.com/renault-megane-coupe-wave-edition/"	72535	"text/html"
"Assicurazioni On Line Auto e Moto:..."	"http://clk.tradedoubler.com/click?p=193194&a=1723979&g=18836032"	20873	"text/html"
"Mclaren nuovo stabilimento a Woking |..."	"http://www.ultimissimeauto.com/mclaren-nuovo-stabilimento-a-woking/"	70499	"text/html"
"Bonanni alla Fiat soldi contro posti |..."	"http://www.ultimissimeauto.com/bonanni-alla-fiat-soldi-contro-posti/"	71044	"text/html"
"Mullins vuole proprio entrare in F1 |..."	"http://www.ultimissimeauto.com/mullins-vuole-proprio-entrare-in-f1/"	71164	"text/html"
"Symbol Design GTX-R di Lavazza video |..."	"http://www.ultimissimeauto.com/symbol-design-gtx-r-di-lavazza-video/"	79244	"text/html"
"Renault grande terzo trimestre 2010 |..."	"http://www.ultimissimeauto.com/renault-grande-terzo-trimestre-2010/"	71903	"text/html"
"Domenicali a Silverstone per vincere |..."	"http://www.ultimissimeauto.com/domenicali-a-silverstone-per-vincere/"	73696	"text/html"
